Iteration,BestFit,MJPE,PCK,Time_s
77,1726.58764648438,6.74375486373901,3.2258064516129,0.0836768
78,1800.79614257812,6.85851383209229,3.2258064516129,0.0831184
79,1659.173828125,6.41078090667725,3.2258064516129,0.0855927
80,1593.47265625,6.26516628265381,3.2258064516129,0.0861211
81,1487.51904296875,6.24656009674072,3.2258064516129,0.0926302
82,1521.46154785156,6.26221704483032,3.2258064516129,0.0880727
83,1504.28369140625,6.0624680519104,3.2258064516129,0.0886218
84,1469.37805175781,6.1193733215332,3.2258064516129,0.0915006
85,1396.54931640625,5.87703037261963,3.2258064516129,0.0848657
86,1340.82495117188,5.64985942840576,3.2258064516129,0.0835585
87,1303.91003417969,5.58466148376465,3.2258064516129,0.0851545
88,1262.96508789062,5.44959306716919,3.2258064516129,0.0835641
89,1261.74975585938,5.42540884017944,3.2258064516129,0.0838092
90,1201.61584472656,5.32846641540527,3.2258064516129,0.0827945
91,1187.58666992188,5.2695574760437,3.2258064516129,0.0879882
92,1163.15563964844,5.16819429397583,3.2258064516129,0.0839104
93,1144.52331542969,5.11146354675293,3.2258064516129,0.0855225
94,1116.40173339844,4.94463157653809,3.2258064516129,0.0848517
95,1101.79626464844,4.88172197341919,3.2258064516129,0.0863782
96,1092.82043457031,4.92007446289062,3.2258064516129,0.0933012
97,1074.76782226562,4.82922697067261,3.2258064516129,0.0862171
98,1063.99572753906,4.72669458389282,3.2258064516129,0.0863424
99,1056.62866210938,4.68030881881714,3.2258064516129,0.0858761
100,1052.59057617188,4.64993381500244,3.2258064516129,0.0835702
